"Tw","alpha_A_liquid","alpha_liquid","alpha_rhoE_A_liquid","alpha_rhoE_A_vapor","alpha_rho_A_liquid","alpha_rho_A_vapor","alpha_rhou_A_liquid","alpha_rhou_A_vapor","alpha_vapor","area","density_liquid","density_vapor","enthalpy_liquid","enthalpy_vapor","heat_flux_perimeter","heat_transfer_coefficient_liquid","heat_transfer_coefficient_vapor","hydraulic_diameter","internal_energy_liquid","internal_energy_vapor","momentum_liquid","momentum_vapor","pressure_liquid","pressure_vapor","temperature_liquid","temperature_vapor","total_energy_liquid","total_energy_vapor","total_enthalpy_flux","total_mass_flux","velocity_liquid","velocity_vapor","void_averaged_density","void_averaged_total_energy","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
550,0.159739,0.496917,133883,12725.7,0.12427,0.00495186,0.34445,0.0137256,0.503083,0.00032146,777.956,30.6198,1.08649e+06,2.80202e+06,0.0314159,100000,100000,0.0409296,8.38132e+08,7.86889e+07,2156.33,84.8719,7.10824e+06,7.10825e+06,528.046,519.11,8.38135e+08,7.8689e+07,1.28384e+09,1114.22,2.77179,2.7718,401.984,4.56071e+08,11,11,0.388,0,0
550,0.159454,0.496032,133867,12747.7,0.123857,0.00496041,0.344385,0.0137925,0.503968,0.00032146,776.757,30.6187,1.08997e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.3953e+08,7.86867e+07,2159.77,85.1356,7.10817e+06,7.10818e+06,528.861,519.122,8.39533e+08,7.86868e+07,1.28792e+09,1114.22,2.7805,2.78051,400.727,4.56091e+08,12,12,0.4268,0,0
550,0.159137,0.495043,133812,12772.5,0.12343,0.00497002,0.344312,0.0138641,0.504957,0.00032146,775.621,30.618,1.09328e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.40857e+08,7.86851e+07,2163.62,85.4105,7.1081e+06,7.10811e+06,529.636,519.129,8.4086e+08,7.86852e+07,1.29184e+09,1114.22,2.78954,2.78955,399.427,4.55995e+08,13,13,0.4656,0,0
550,0.158787,0.493955,133717,12799.8,0.122987,0.00498065,0.344237,0.0139408,0.506045,0.00032146,774.543,30.6175,1.09642e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.42115e+08,7.86838e+07,2167.92,85.6978,7.10803e+06,7.10804e+06,530.373,519.133,8.42118e+08,7.8684e+07,1.29563e+09,1114.22,2.79897,2.79898,398.083,4.55786e+08,14,14,0.5044,0,0
550,0.158407,0.492773,133586,12829.5,0.122531,0.00499221,0.344154,0.0140217,0.507227,0.00032146,773.52,30.6171,1.09941e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.43308e+08,7.86829e+07,2172.59,85.9949,7.10796e+06,7.10797e+06,531.074,519.135,8.43311e+08,7.8683e+07,1.29925e+09,1114.22,2.80871,2.80872,396.7,4.55471e+08,15,15,0.5432,0,0
550,0.157999,0.491503,133421,12861.5,0.122062,0.00500466,0.34407,0.0141073,0.508497,0.00032146,772.551,30.6167,1.10226e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.44439e+08,7.8682e+07,2177.68,86.3033,7.10789e+06,7.1079e+06,531.74,519.135,8.44442e+08,7.86821e+07,1.30275e+09,1114.22,2.81882,2.81883,395.28,4.55055e+08,16,16,0.582,0,0
550,0.157564,0.490151,133223,12895.6,0.121581,0.00501792,0.343979,0.0141968,0.509849,0.00032146,771.632,30.6164,1.10496e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.45512e+08,7.86812e+07,2183.11,86.6207,7.10781e+06,7.10783e+06,532.373,519.135,8.45515e+08,7.86813e+07,1.30611e+09,1114.22,2.82921,2.82922,393.826,4.54545e+08,17,17,0.6208,0,0
550,0.157104,0.488719,132993,12931.7,0.121089,0.00503196,0.343887,0.0142905,0.511281,0.00032146,770.76,30.6161,1.10753e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.46529e+08,7.86804e+07,2188.92,86.9485,7.10774e+06,7.10776e+06,532.975,519.135,8.46532e+08,7.86806e+07,1.30936e+09,1114.22,2.83994,2.83996,392.339,4.53944e+08,18,18,0.6596,0,0
550,0.15662,0.487216,132735,12969.6,0.120587,0.00504671,0.343788,0.014388,0.512784,0.00032146,769.934,30.6159,1.10997e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.47493e+08,7.86797e+07,2195.04,87.2845,7.10767e+06,7.10768e+06,533.547,519.134,8.47496e+08,7.86798e+07,1.31248e+09,1114.21,2.85094,2.85095,390.823,4.53259e+08,19,19,0.6984,0,0
550,0.156115,0.485642,132449,13009.2,0.120076,0.00506215,0.343688,0.0144893,0.514358,0.00032146,769.15,30.6156,1.11229e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.48407e+08,7.8679e+07,2201.51,87.6302,7.10759e+06,7.10761e+06,534.091,519.133,8.4841e+08,7.86791e+07,1.3155e+09,1114.22,2.86226,2.86227,389.279,4.52493e+08,20,20,0.7372,0,0
550,0.155589,0.484006,132138,13050.5,0.119555,0.00507821,0.343581,0.0145939,0.515994,0.00032146,768.408,30.6153,1.11449e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.49274e+08,7.86783e+07,2208.27,87.9834,7.10752e+06,7.10753e+06,534.607,519.133,8.49277e+08,7.86784e+07,1.3184e+09,1114.21,2.87382,2.87384,387.711,4.51653e+08,21,21,0.776,0,0
550,0.155043,0.482308,131802,13093.3,0.119027,0.00509487,0.343475,0.0147023,0.517692,0.00032146,767.703,30.6151,1.11659e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.50096e+08,7.86775e+07,2215.35,88.3458,7.10744e+06,7.10746e+06,535.097,519.132,8.50099e+08,7.86777e+07,1.32121e+09,1114.22,2.88569,2.8857,386.119,4.50741e+08,22,22,0.8148,0,0
550,0.15448,0.480556,131443,13137.5,0.118491,0.00511207,0.343361,0.0148137,0.519444,0.00032146,767.036,30.6148,1.11857e+06,2.80206e+06,0.0314159,100000,100000,0.0409296,8.50874e+08,7.86768e+07,2222.7,88.715,7.10736e+06,7.10738e+06,535.563,519.131,8.50877e+08,7.86769e+07,1.32391e+09,1114.21,2.89777,2.89778,384.507,4.49763e+08,23,23,0.8536,0,0
550,0.153899,0.478751,131063,13183,0.117949,0.00512979,0.343248,0.0149285,0.521249,0.00032146,766.404,30.6145,1.12046e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.51612e+08,7.8676e+07,2230.34,89.0928,7.10729e+06,7.10731e+06,536.005,519.13,8.51616e+08,7.86762e+07,1.32653e+09,1114.22,2.91014,2.91015,382.874,4.48721e+08,24,24,0.8924,0,0
550,0.153304,0.476898,130663,13229.8,0.117401,0.00514798,0.343128,0.0150461,0.523102,0.00032146,765.804,30.6142,1.12225e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.52312e+08,7.86753e+07,2238.23,89.4769,7.10721e+06,7.10723e+06,536.424,519.129,8.52315e+08,7.86754e+07,1.32904e+09,1114.21,2.92271,2.92272,381.225,4.47623e+08,25,25,0.9312,0,0
550,0.152693,0.474999,130244,13277.7,0.116847,0.00516661,0.343009,0.0151669,0.525001,0.00032146,765.236,30.6139,1.12395e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.52974e+08,7.86745e+07,2246.39,89.8691,7.10713e+06,7.10715e+06,536.822,519.128,8.52978e+08,7.86747e+07,1.33149e+09,1114.22,2.93555,2.93556,379.559,4.46468e+08,26,26,0.97,0,0
550,0.15207,0.47306,129808,13326.6,0.116288,0.00518565,0.342884,0.0152904,0.52694,0.00032146,764.698,30.6136,1.12556e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.53602e+08,7.86737e+07,2254.77,90.2671,7.10705e+06,7.10707e+06,537.2,519.128,8.53606e+08,7.86739e+07,1.33385e+09,1114.21,2.94858,2.94859,377.88,4.45263e+08,27,27,1.0088,0,0
550,0.151434,0.471082,129355,13376.5,0.115724,0.00520506,0.342759,0.0154167,0.528918,0.00032146,764.189,30.6133,1.12709e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.54197e+08,7.8673e+07,2263.42,90.6727,7.10697e+06,7.107e+06,537.558,519.127,8.542e+08,7.86731e+07,1.33615e+09,1114.21,2.96186,2.96187,376.188,4.4401e+08,28,28,1.0476,0,0
550,0.150787,0.46907,128887,13427.2,0.115157,0.00522482,0.342628,0.0155455,0.53093,0.00032146,763.706,30.613,1.12854e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.5476e+08,7.86722e+07,2272.26,91.0837,7.10689e+06,7.10692e+06,537.898,519.126,8.54764e+08,7.86723e+07,1.33836e+09,1114.21,2.97531,2.97532,374.485,4.42713e+08,29,29,1.0864,0,0
550,0.15013,0.467024,128405,13478.8,0.114586,0.00524489,0.342498,0.0156771,0.532976,0.00032146,763.249,30.6127,1.12991e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.55294e+08,7.86714e+07,2281.35,91.5018,7.10681e+06,7.10684e+06,538.22,519.126,8.55297e+08,7.86715e+07,1.34051e+09,1114.21,2.989,2.98901,372.771,4.41374e+08,30,30,1.1252,0,0
550,0.149463,0.46495,127911,13531.1,0.114013,0.00526525,0.342363,0.0158108,0.53505,0.00032146,762.816,30.6124,1.13122e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.55799e+08,7.86705e+07,2290.62,91.9248,7.10673e+06,7.10676e+06,538.526,519.125,8.55803e+08,7.86707e+07,1.34259e+09,1114.21,3.00285,3.00286,371.05,4.39998e+08,31,31,1.164,0,0
550,0.148787,0.462848,127404,13584.2,0.113436,0.00528588,0.342228,0.0159471,0.537152,0.00032146,762.406,30.6121,1.13245e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.56278e+08,7.86697e+07,2300.12,92.3546,7.10665e+06,7.10668e+06,538.815,519.125,8.56281e+08,7.86698e+07,1.34462e+09,1114.21,3.01692,3.01693,369.321,4.38585e+08,32,32,1.2028,0,0
550,0.148104,0.460722,126886,13637.8,0.112858,0.00530674,0.342087,0.0160855,0.539278,0.00032146,762.018,30.6118,1.13362e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.5673e+08,7.86689e+07,2309.78,92.7889,7.10657e+06,7.10659e+06,539.089,519.124,8.56734e+08,7.8669e+07,1.34658e+09,1114.21,3.03114,3.03115,367.587,4.37141e+08,33,33,1.2416,0,0
550,0.147413,0.458574,126357,13691.9,0.112277,0.00532782,0.341948,0.0162263,0.541426,0.00032146,761.65,30.6114,1.13473e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.57159e+08,7.8668e+07,2319.65,93.2295,7.10649e+06,7.10651e+06,539.349,519.124,8.57162e+08,7.86682e+07,1.34849e+09,1114.21,3.04556,3.04558,365.847,4.35666e+08,34,34,1.2804,0,0
550,0.146717,0.456407,125820,13746.6,0.111696,0.00534909,0.341804,0.016369,0.543593,0.00032146,761.303,30.6111,1.13578e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.57564e+08,7.86672e+07,2329.68,93.6743,7.10641e+06,7.10643e+06,539.595,519.123,8.57568e+08,7.86673e+07,1.35034e+09,1114.21,3.06013,3.06014,364.104,4.34163e+08,35,35,1.3192,0,0
550,0.146014,0.454222,125273,13801.7,0.111113,0.00537053,0.34166,0.0165138,0.545778,0.00032146,760.974,30.6108,1.13678e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.57948e+08,7.86663e+07,2339.91,94.125,7.10632e+06,7.10635e+06,539.828,519.123,8.57951e+08,7.86664e+07,1.35215e+09,1114.21,3.07488,3.0749,362.358,4.32635e+08,36,36,1.358,0,0
550,0.145307,0.452023,124719,13857.2,0.11053,0.00539212,0.341512,0.0166605,0.547977,0.00032146,760.664,30.6104,1.13772e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.5831e+08,7.86654e+07,2350.27,94.5796,7.10624e+06,7.10627e+06,540.049,519.123,8.58314e+08,7.86655e+07,1.35391e+09,1114.2,3.08977,3.08978,360.611,4.31084e+08,37,37,1.3968,0,0
550,0.144596,0.449809,124158,13913,0.109946,0.00541384,0.341365,0.0168092,0.550191,0.00032146,760.37,30.6101,1.13861e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.58653e+08,7.86645e+07,2360.82,95.0398,7.10616e+06,7.10618e+06,540.258,519.122,8.58657e+08,7.86647e+07,1.35563e+09,1114.21,3.10484,3.10485,358.862,4.29512e+08,38,38,1.4356,0,0
550,0.14388,0.447584,123591,13969.1,0.109362,0.00543567,0.341213,0.0169595,0.552416,0.00032146,760.092,30.6097,1.13945e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.58977e+08,7.86636e+07,2371.5,95.5034,7.10607e+06,7.1061e+06,540.455,519.122,8.58981e+08,7.86637e+07,1.35729e+09,1114.2,3.12002,3.12003,357.114,4.27921e+08,39,39,1.4744,0,0
550,0.143162,0.445349,123017,14025.4,0.108779,0.0054576,0.341062,0.0171117,0.554651,0.00032146,759.829,30.6094,1.14025e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.59284e+08,7.86627e+07,2382.35,95.9724,7.10599e+06,7.10601e+06,540.642,519.122,8.59287e+08,7.86628e+07,1.35893e+09,1114.21,3.13538,3.13539,355.367,4.26313e+08,40,40,1.5132,0,0
550,0.142441,0.443106,122439,14082,0.108196,0.0054796,0.340906,0.0172654,0.556894,0.00032146,759.582,30.609,1.141e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.59573e+08,7.86618e+07,2393.32,96.4445,7.1059e+06,7.10593e+06,540.818,519.122,8.59577e+08,7.86619e+07,1.36052e+09,1114.2,3.15084,3.15085,353.621,4.2469e+08,41,41,1.552,0,0
550,0.141718,0.440856,121856,14138.7,0.107613,0.00550168,0.340752,0.0174209,0.559144,0.00032146,759.347,30.6087,1.14171e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.59846e+08,7.86608e+07,2404.44,96.9216,7.10582e+06,7.10584e+06,540.985,519.122,8.5985e+08,7.8661e+07,1.36208e+09,1114.21,3.16646,3.16647,351.878,4.23053e+08,42,42,1.5908,0,0
550,0.140993,0.438603,121269,14195.5,0.107032,0.00552379,0.340594,0.0175778,0.561397,0.00032146,759.126,30.6083,1.14238e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.60104e+08,7.86599e+07,2415.68,97.4015,7.10573e+06,7.10576e+06,541.142,519.122,8.60107e+08,7.866e+07,1.3636e+09,1114.2,3.18218,3.18219,350.138,4.21405e+08,43,43,1.6296,0,0
550,0.140267,0.436344,120679,14252.5,0.106451,0.00554594,0.340437,0.0177363,0.563656,0.00032146,758.918,30.6079,1.14302e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.60347e+08,7.86589e+07,2427.06,97.8862,7.10564e+06,7.10567e+06,541.291,519.122,8.60351e+08,7.86591e+07,1.36509e+09,1114.21,3.19805,3.19806,348.402,4.19746e+08,44,44,1.6684,0,0
550,0.139541,0.434084,120086,14309.4,0.105873,0.00556811,0.340276,0.017896,0.565916,0.00032146,758.721,30.6076,1.14362e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.60576e+08,7.8658e+07,2438.54,98.3734,7.10556e+06,7.10558e+06,541.431,519.122,8.6058e+08,7.86581e+07,1.36654e+09,1114.2,3.21401,3.21402,346.67,4.18078e+08,45,45,1.7072,0,0
550,0.138814,0.431823,119490,14366.4,0.105295,0.00559029,0.340116,0.0180573,0.568177,0.00032146,758.536,30.6072,1.14418e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.60792e+08,7.8657e+07,2450.16,98.865,7.10547e+06,7.10549e+06,541.563,519.122,8.60796e+08,7.86571e+07,1.36798e+09,1114.21,3.23011,3.23012,344.944,4.16403e+08,46,46,1.746,0,0
550,0.138087,0.429563,118893,14423.4,0.10472,0.00561246,0.339952,0.0182197,0.570437,0.00032146,758.362,30.6068,1.14471e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.60996e+08,7.8656e+07,2461.86,99.3589,7.10538e+06,7.10541e+06,541.688,519.122,8.61e+08,7.86561e+07,1.36937e+09,1114.2,3.24629,3.2463,343.223,4.14722e+08,47,47,1.7848,0,0
550,0.137361,0.427303,118294,14480.4,0.104147,0.00563462,0.339789,0.0183836,0.572697,0.00032146,758.197,30.6064,1.14521e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.61188e+08,7.8655e+07,2473.7,99.857,7.10529e+06,7.10532e+06,541.805,519.122,8.61192e+08,7.86552e+07,1.37075e+09,1114.21,3.2626,3.26262,341.508,4.13035e+08,48,48,1.8236,0,0
550,0.136635,0.425046,117694,14537.2,0.103576,0.00565675,0.339623,0.0185485,0.574954,0.00032146,758.043,30.606,1.14568e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.61368e+08,7.8654e+07,2485.61,100.357,7.1052e+06,7.10523e+06,541.916,519.122,8.61372e+08,7.86541e+07,1.3721e+09,1114.2,3.27899,3.279,339.8,4.11346e+08,49,49,1.8624,0,0
550,0.135911,0.422793,117093,14594,0.103007,0.00567885,0.339458,0.0187147,0.577207,0.00032146,757.897,30.6056,1.14613e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.61538e+08,7.8653e+07,2497.65,100.861,7.10511e+06,7.10514e+06,542.02,519.122,8.61542e+08,7.86531e+07,1.37343e+09,1114.21,3.2955,3.29551,338.099,4.09653e+08,50,50,1.9012,0,0
550,0.135188,0.420544,116492,14650.7,0.10244,0.00570089,0.339289,0.0188818,0.579456,0.00032146,757.76,30.6052,1.14655e+06,2.80204e+06,0.0314159,100000,100000,0.0409296,8.61697e+08,7.86519e+07,2509.76,101.367,7.10502e+06,7.10505e+06,542.117,519.123,8.61702e+08,7.86521e+07,1.37472e+09,1114.2,3.31207,3.31209,336.406,4.07959e+08,51,51,1.94,0,0
550,0.134467,0.4183,115890,14707.2,0.101876,0.0057229,0.339122,0.0190503,0.5817,0.00032146,757.632,30.6048,1.14694e+06,2.80205e+06,0.0314159,100000,100000,0.0409296,8.61847e+08,7.86509e+07,2521.98,101.877,7.10493e+06,7.10496e+06,542.209,519.123,8.61851e+08,7.86511e+07,1.37601e+09,1114.2,3.32876,3.32878,334.72,4.06264e+08,52,52,1.9788,0,0
