"density_aux","Points:0","Points:1","Points:2"
1.2220728469229720226,0.46420940756797790527,0.29837968945503234863,0
1.222157241625542845,0.46454328298568725586,0.27317714691162109375,0
1.2221658857656922947,0.49308893084526062012,0.2752704918384552002,0
1.2223233385320402267,0.49278846383094787598,0.30024042725563049316,0
1.2220477493605936825,0.46487712860107421875,0.24797460436820983887,0
1.2219274865913947181,0.49338942766189575195,0.25030055642127990723,0
1.2240498154652406093,0.52190172672271728516,0.25262647867202758789,0
1.2218282875487707084,0.52163463830947875977,0.27736383676528930664,0
1.2622225527132633349,0.52243590354919433594,0.20315179228782653809,0
1.2415115957956281978,0.49399039149284362793,0.20036065578460693359,0
1.2737617470948308096,0.49429085850715637207,0.17539070546627044678,0
1.3088792434932350339,0.52270299196243286133,0.17841443419456481934,0
1.2221041078852645789,0.234375,0.33762022852897644043,0
1.2221305804437492259,0.23497596383094787598,0.31055691838264465332,0
1.2223145050251891242,0.26358839869499206543,0.31218507885932922363,0
1.2223260543730369854,0.2630208432674407959,0.33901578187942504883,0
1.8618901461868864189,-0.085336536169052124023,-0.39563298225402832031,0
1.6624182292572846631,-0.08633814007043838501,-0.36577853560447692871,0
1.5724889565067676767,-0.11424659937620162964,-0.37245836853981018066,0
1.764781967048914213,-0.11319974064826965332,-0.40257084369659423828,0
1.2222283433682188392,0.23197115957736968994,0.44587340950965881348,0
1.2221092503549162434,0.23257210850715637207,0.41881009936332702637,0
1.2224056075225966378,0.26131811738014221191,0.41950789093971252441,0
1.2222460945092150641,0.26075053215026855469,0.44633859395980834961,0
1.2220097687291817667,0.23317307233810424805,0.39174681901931762695,0
1.2223844641138656986,0.26188567280769348145,0.39267718791961669922,0
2.2545913136853830139,0.52670937776565551758,-0.19264581799507141113,0
2.2612632968680648204,0.52644228935241699219,-0.16790847480297088623,0
2.2620801555510419156,0.49849760532379150391,-0.17418852448463439941,0
2.2540636497223847101,0.49879807233810424805,-0.19915847480297088623,0
2.2679593887912670169,0.5261752009391784668,-0.14317111670970916748,0
2.2682054058619893766,0.49819710850715637207,-0.1492185741662979126,0
1.2221296934191216987,-0.31951537728309631348,-0.3109881281852722168,0
1.2219412936396938374,-0.32050263881683349609,-0.27987623214721679688,0
1.2218425410655064933,-0.3509165346622467041,-0.28054130077362060547,0
1.2221538745869178211,-0.3499399721622467041,-0.31179130077362060547,0
1.222278962193750429,0.23076923191547393799,0.5,0
1.2222501440321027477,0.23137019574642181396,0.47293668985366821289,0
1.2221352035810464365,0.26018294692039489746,0.4731692969799041748,0
1.2220592943136900921,0.25961539149284362793,0.5,0
1.221880090442908573,-0.32140174508094787598,-0.24895332753658294678,0
1.2218406050840198152,-0.29138341546058654785,-0.24760137498378753662,0
1.2218992370636716505,-0.29261532425880432129,-0.21612603962421417236,0
1.2219850493821007298,-0.32254499197006225586,-0.21750707924365997314,0
1.2222401338350847855,-0.33790314197540283203,0.25034889578819274902,0
1.2222030790300444369,-0.36727225780487060547,0.25018170475959777832,0
1.2221852381010263056,-0.36633130908012390137,0.21900802850723266602,0
1.2221182838164330597,-0.33692267537117004395,0.21925152838230133057,0
1.2222415630408798304,-0.39304918050765991211,0.12504361569881439209,0
1.2222333750755853821,-0.3634084165096282959,0.12527257204055786133,0
1.2221495614659185769,-0.3644002377986907959,0.15655528008937835693,0
1.2222138774018962426,-0.39397096633911132812,0.15633721649646759033,0
1.2223058810072524594,0.49248796701431274414,0.32521039247512817383,0
