"density_aux","exact_rho_aux","Points:0","Points:1","Points:2"
2.2183702656524699748,2.2813186678190042755,0.75,-0.23205099999904632568,0
2.2240272928960740373,2.2813186678190042755,0.75,-0.21679994463920593262,0
2.2239533492272300919,2.2813186678190042755,0.72503256797790527344,-0.22335910797119140625,0
2.2182351498109604826,2.2813186678190042755,0.72500002384185791016,-0.23874972760677337646,0
2.230643748399746773,2.2813186678190042755,0.75,-0.2015488743782043457,0
2.2307404050556609576,2.2813186678190042755,0.72506511211395263672,-0.20796848833560943604,0
2.2238653998548176816,2.2813186678190042755,0.70006507635116577148,-0.22991827130317687988,0
2.2180797482091878514,2.2813186678190042755,0.69999998807907104492,-0.24544845521450042725,0
2.2308875677869064447,2.2813186678190042755,0.70013022422790527344,-0.21438810229301452637,0
2.2399991805265222489,2.2813186678190042755,0.75,-0.18629781901836395264,0
2.2402299934143776738,2.2813186678190042755,0.72509765625,-0.19257786870002746582,0
2.2498168806000840014,2.2813186678190042755,0.75,-0.17104674875736236572,0
2.2501371621333157158,2.2813186678190042755,0.72513020038604736328,-0.17718724906444549561,0
2.2405940193971529695,2.2813186678190042755,0.7001953125,-0.198857918381690979,0
2.2505465114826717077,2.2813186678190042755,0.70026040077209472656,-0.18332774937152862549,0
2.2237875492749128448,2.2813186678190042755,0.67509764432907104492,-0.23647744953632354736,0
2.2179544455178121787,2.2813186678190042755,0.67500001192092895508,-0.25214716792106628418,0
2.2309073336074347615,2.2813186678190042755,0.67519533634185791016,-0.2208077162504196167,0
2.2237789320572853846,2.2813186678190042755,0.65013021230697631836,-0.243036612868309021,0
2.2178965295443018313,2.2813186678190042755,0.64999997615814208984,-0.25884589552879333496,0
2.2310802370322129207,2.2813186678190042755,0.65026038885116577148,-0.22722731530666351318,0
2.2409329117356140415,2.2813186678190042755,0.67529296875,-0.20513798296451568604,0
2.2509225077119854319,2.2813186678190042755,0.67539060115814208984,-0.18946824967861175537,0
2.241229372518063645,2.2813186678190042755,0.650390625,-0.21141803264617919922,0
2.2513316525073263641,2.2813186678190042755,0.65052086114883422852,-0.19560873508453369141,0
2.257370584956456927,2.2813186678190042755,0.75,-0.15579569339752197266,0
2.2577241604879447756,2.2813186678190042755,0.72516274452209472656,-0.16179662942886352539,0
2.2638277147752265961,2.2813186678190042755,0.75,-0.14054462313652038574,0
2.2641574387886849173,2.2813186678190042755,0.72519528865814208984,-0.14640600979328155518,0
2.2581739555795210528,2.2813186678190042755,0.70032554864883422852,-0.16779756546020507812,0
2.2646004848679668342,2.2813186678190042755,0.70039063692092895508,-0.15226739645004272461,0
2.2689212317522540197,2.2813186678190042755,0.75,-0.12529356777667999268,0
2.2692299462422478307,2.2813186678190042755,0.72522789239883422852,-0.13101539015769958496,0
2.2728217905859455783,2.2813186678190042755,0.75,-0.11004249751567840576,0
2.2730346795765132839,2.2813186678190042755,0.7252604365348815918,-0.11562477052211761475,0
2.2695487177452897676,2.2813186678190042755,0.70045572519302368164,-0.13673721253871917725,0
2.2732525164951824515,2.2813186678190042755,0.7005208134651184082,-0.12120704352855682373,0
2.2585851591203613964,2.2813186678190042755,0.67548829317092895508,-0.17379851639270782471,0
2.2649780493952813565,2.2813186678190042755,0.67558592557907104492,-0.15812878310680389404,0
2.2590019189669985344,2.2813186678190042755,0.65065103769302368164,-0.17979945242404937744,0
2.2652688044911828413,2.2813186678190042755,0.65078127384185791016,-0.16399016976356506348,0
2.26980612370851631,2.2813186678190042755,0.67568361759185791016,-0.14245904982089996338,0
2.273427924237952702,2.2813186678190042755,0.67578125,-0.12678931653499603271,0
2.2701211795815199324,2.2813186678190042755,0.65091145038604736328,-0.14818087220191955566,0
2.2735531164165392326,2.2813186678190042755,0.6510416865348815918,-0.1323715895414352417,0
2.2237908390610958698,2.2813186678190042755,0.6251627802848815918,-0.24959577620029449463,0
2.2179078973465031765,2.2813186678190042755,0.625,-0.26554462313652038574,0
2.2312762519206934542,2.2813186678190042755,0.6253255009651184082,-0.23364692926406860352,0
2.2238986697463709596,2.2813186678190042755,0.60019528865814208984,-0.25615495443344116211,0
2.2179968939615699597,2.2813186678190042755,0.60000002384185791016,-0.27224335074424743652,0
2.2314083875834054282,2.2813186678190042755,0.60039061307907104492,-0.24006654322147369385,0
2.2414079583130064321,2.2813186678190042755,0.62548828125,-0.2176980823278427124,0
2.2515595012578129008,2.2813186678190042755,0.6256510615348815918,-0.20174923539161682129,0
2.2416835014151819117,2.2813186678190042755,0.6005859375,-0.22397814691066741943,0
2.2517205979164578444,2.2813186678190042755,0.60078126192092895508,-0.20788973569869995117,0
2.2239457441714569619,2.2813186678190042755,0.57522785663604736328,-0.26271411776542663574,0
2.2179883493713026255,2.2813186678190042755,0.57499998807907104492,-0.2789420783519744873,0
2.2314969662167887243,2.2813186678190042755,0.57545572519302368164,-0.24648615717887878418,0
2.2239558164431332266,2.2813186678190042755,0.55026042461395263672,-0.26927328109741210938,0
2.2179082750995360307,2.2813186678190042755,0.55000001192092895508,-0.28564080595970153809,0
2.231689038962834104,2.2813186678190042755,0.55052083730697631836,-0.25290575623512268066,0
2.2419389602608448264,2.2813186678190042755,0.57568359375,-0.23025819659233093262,0
2.2518700948251964,2.2813186678190042755,0.57591146230697631836,-0.21403023600578308105,0
